# title = Invariant Mass visible System
# xlabel = $M_{\text{e}^+\mu^+\text{j}_1\text{j}_2}\,$[GeV]
# ylabel = $\frac{\text{d}\sigma}{\text{d}M_{\text{e}^+\mu^+\text{j}_1\text{j}_2}}\,\left[\frac{\text{fb}}{\text{GeV}}\right]$
	# xmin=  4.000E+02	# xmin=  4.000E+02
	  33    1280.00    1320.00  1.478480005097039E-04  4.015511729384112E-07 14468225	  33    1280.00    1320.00  1.664588852780836E-04  4.539506075617532E-07 14460827
	  34    1320.00    1360.00  1.444456945199796E-04  3.570766031686173E-07 14149869	  34    1320.00    1360.00  1.633784964128644E-04  4.045238254494748E-07 14142699
	  35    1360.00    1400.00  1.420443923591324E-04  3.749524893408947E-07 13840033	  35    1360.00    1400.00  1.614087909549861E-04  4.271167388121749E-07 13833022
	  36    1400.00    1440.00  1.391355176627837E-04  3.867410044388030E-07 13519930	  36    1400.00    1440.00  1.587980902993323E-04  4.410739228896958E-07 13513048
	  37    1440.00    1480.00  1.374914381688685E-04  4.177393849364033E-07 13216090	  37    1440.00    1480.00  1.576188861204151E-04  4.775239902477495E-07 13209441
	  38    1480.00    1520.00  1.322917091227192E-04  3.818335346032257E-07 12897676	  38    1480.00    1520.00  1.523133301297511E-04  4.386718008098345E-07 12891115
	  39    1520.00    1560.00  1.292791027586646E-04  3.872159918413134E-07 12586605	  39    1520.00    1560.00  1.494622703485743E-04  4.468555796946378E-07 12580192
	  40    1560.00    1600.00  1.266922693214578E-04  4.118777133170297E-07 12287947	  40    1560.00    1600.00  1.470678808134579E-04  4.761312650262372E-07 12281626
	  41    1600.00    1640.00  1.228570110401282E-04  4.162021514058455E-07 11984413	  41    1600.00    1640.00  1.431998821368593E-04  4.825521068713160E-07 11978321
	  42    1640.00    1680.00  1.196434586375661E-04  4.901870262602863E-07 11692261	  42    1640.00    1680.00  1.400184517311578E-04  5.657626977602028E-07 11686226
	  43    1680.00    1720.00  1.152662688868282E-04  3.878794105418186E-07 11409263	  43    1680.00    1720.00  1.354637200700783E-04  4.548295243961939E-07 11403393
	  44    1720.00    1760.00  1.131255363521225E-04  4.570629779345182E-07 11127516	  44    1720.00    1760.00  1.334289215024821E-04  5.332060816442893E-07 11121830
	  45    1760.00    1800.00  1.093358689042234E-04  4.398486064451006E-07 10845602	  45    1760.00    1800.00  1.294942501732978E-04  5.172370879454304E-07 10839933
	  46    1800.00    1840.00  1.057476973499700E-04  4.150264934434331E-07 10587079	  46    1800.00    1840.00  1.256906504459420E-04  4.871508916313682E-07 10581751
	  47    1840.00    1880.00  1.026618937242020E-04  4.205625753372233E-07 10325202	  47    1840.00    1880.00  1.225135479122075E-04  4.967765289815855E-07 10319908
	  48    1880.00    1920.00  1.002709511063122E-04  4.198905724683054E-07 10076451	  48    1880.00    1920.00  1.200394689309236E-04  4.975209903784858E-07 10071370
	  49    1920.00    1960.00  9.637040608585059E-05  3.833895219106577E-07 9823383	  49    1920.00    1960.00  1.158600741600506E-04  4.591365169514679E-07 9818350
	  50    1960.00    2000.00  9.276462623695737E-05  3.712616805868333E-07 9589846	  50    1960.00    2000.00  1.119124202100779E-04  4.446672164426933E-07 9584820
	  51    2000.00    2040.00  8.960575146148027E-05  3.862318541289786E-07 9354972	  51    2000.00    2040.00  1.084677262865538E-04  4.642498997301145E-07 9350184
	  52    2040.00    2080.00  8.707431850067943E-05  5.092522484843766E-07 9128728	  52    2040.00    2080.00  1.057770660703957E-04  6.089081162142586E-07 9123917
	  53    2080.00    2120.00  8.367292702456475E-05  3.598598529026774E-07 8903663	  53    2080.00    2120.00  1.020392579488763E-04  4.353841245892566E-07 8899158
	  54    2120.00    2160.00  8.084558350525791E-05  3.842426699387855E-07 8691006	  54    2120.00    2160.00  9.894010217702255E-05  4.653579167402193E-07 8686557
	  55    2160.00    2200.00  7.850590907622442E-05  3.982412869204134E-07 8484768	  55    2160.00    2200.00  9.638764979112299E-05  4.837269660252586E-07 8480411
	  56    2200.00    2240.00  7.522640234588859E-05  3.872095129820556E-07 8281958	  56    2200.00    2240.00  9.273310600722487E-05  4.715255285544544E-07 8277714
	  57    2240.00    2280.00  7.395079728225977E-05  3.760694975510394E-07 8087565	  57    2240.00    2280.00  9.140554835474799E-05  4.604730311356273E-07 8083483
	  58    2280.00    2320.00  7.087546291024739E-05  4.436003995743088E-07 7892987	  58    2280.00    2320.00  8.793340277458675E-05  5.464258100434599E-07 7889002
	  59    2320.00    2360.00  6.866637773539178E-05  4.275352264507005E-07 7708169	  59    2320.00    2360.00  8.544949330377819E-05  5.256581171047222E-07 7704323
	  60    2360.00    2400.00  6.563157865795411E-05  3.757766554031223E-07 7524743	  60    2360.00    2400.00  8.196685454398082E-05  4.634536487662273E-07 7520987
	  61    2400.00    2440.00  6.344289863803987E-05  4.344780850138556E-07 7349897	  61    2400.00    2440.00  7.947754815147416E-05  5.350433309310785E-07 7345985
	  62    2440.00    2480.00  6.046971770486499E-05  3.208611178424655E-07 7183732	  62    2440.00    2480.00  7.602722376082768E-05  3.996361348875525E-07 7180079
	  63    2480.00    2520.00  5.847192382607896E-05  3.219251546282232E-07 7014430	  63    2480.00    2520.00  7.373814554136114E-05  4.032449926406802E-07 7010833
	  64    2520.00    2560.00  5.688426720858208E-05  3.745096057486453E-07 6852008	  64    2520.00    2560.00  7.195726027374584E-05  4.696005337702684E-07 6848439
	  65    2560.00    2600.00  5.448899508687921E-05  3.334136069875059E-07 6696722	  65    2560.00    2600.00  6.913803696865616E-05  4.161761902017439E-07 6693246
	  66    2600.00    2640.00  5.233659673550021E-05  3.327848792190355E-07 6543394	  66    2600.00    2640.00  6.664682281039711E-05  4.199838727161275E-07 6540065
	  67    2640.00    2680.00  5.039801765125547E-05  3.587361184879169E-07 6397134	  67    2640.00    2680.00  6.437363345258954E-05  4.529538553202116E-07 6393791
	  68    2680.00    2720.00  4.878762419147356E-05  3.109850322533330E-07 6248644	  68    2680.00    2720.00  6.250289819680811E-05  3.940310411605526E-07 6245404
	  69    2720.00    2760.00  4.705005462008218E-05  3.967050607614172E-07 6108576	  69    2720.00    2760.00  6.045925884156794E-05  4.959564218265496E-07 6105449
	  70    2760.00    2800.00  4.516052396909101E-05  3.337565887661347E-07 5974302	  70    2760.00    2800.00  5.825414205423619E-05  4.252481617093625E-07 5971205
	  71    2800.00    2840.00  4.312171770534371E-05  3.535580722014907E-07 5839852	  71    2800.00    2840.00  5.578491687994523E-05  4.469735127479422E-07 5836847
	  72    2840.00    2880.00  4.107070386737923E-05  3.059866593061302E-07 5709608	  72    2840.00    2880.00  5.331843534198111E-05  3.925453543242654E-07 5706636
	  73    2880.00    2920.00  4.004315231784846E-05  3.838857972427873E-07 5584034	  73    2880.00    2920.00  5.209410947517849E-05  4.852860950521511E-07 5581229
	  74    2920.00    2960.00  3.881570181819258E-05  4.005821175567645E-07 5469967	  74    2920.00    2960.00  5.066843872593245E-05  5.090218186664149E-07 5467131
	  75    2960.00    3000.00  3.682135906366215E-05  3.184061565707840E-07 5344921	  75    2960.00    3000.00  4.822263191221288E-05  4.088600175522308E-07 5342269
	  76    3000.00    3040.00  3.539708595236246E-05  3.020333517285280E-07 5232665	  76    3000.00    3040.00  4.650350670872618E-05  3.898759710671270E-07 5230091
	  77    3040.00    3080.00  3.385478391978413E-05  2.615621670422470E-07 5118849	  77    3040.00    3080.00  4.461344831125145E-05  3.404157120127614E-07 5116359
	  78    3080.00    3120.00  3.263615579854853E-05  2.593770296741117E-07 5010248	  78    3080.00    3120.00  4.313926917527813E-05  3.384359482694675E-07 5007723
	  79    3120.00    3160.00  3.168448263457844E-05  3.211218049531513E-07 4903137	  79    3120.00    3160.00  4.200140938082190E-05  4.202547618365196E-07 4900651
	  80    3160.00    3200.00  3.028721925325891E-05  2.889058197102422E-07 4795204	  80    3160.00    3200.00  4.027192046141714E-05  3.811533357259580E-07 4792721
	  81    3200.00    3240.00  2.916917834251144E-05  3.631639397050292E-07 4692322	  81    3200.00    3240.00  3.887248847501377E-05  4.682653415230044E-07 4689976
	  82    3240.00    3280.00  2.793550300941225E-05  3.482784626284848E-07 4595764	  82    3240.00    3280.00  3.734998009132298E-05  4.540705389865290E-07 4593533
	  83    3280.00    3320.00  2.631492851441047E-05  2.240048163901392E-07 4492497	  83    3280.00    3320.00  3.531242184623723E-05  2.965631632526213E-07 4490241
	  84    3320.00    3360.00  2.570865451024543E-05  2.555628976985290E-07 4395470	  84    3320.00    3360.00  3.458349755376749E-05  3.374507560190384E-07 4393207
	  85    3360.00    3400.00  2.444626632394690E-05  2.380713610875603E-07 4308572	  85    3360.00    3400.00  3.300017967077910E-05  3.179839757718647E-07 4306396
	  86    3400.00    3440.00  2.305718226746696E-05  2.019025118822007E-07 4220730	  86    3400.00    3440.00  3.121633671725923E-05  2.710675561418723E-07 4218588
	  87    3440.00    3480.00  2.294104704790215E-05  2.952083483191012E-07 4129939	  87    3440.00    3480.00  3.112984013206439E-05  3.939575596246547E-07 4127846
	  88    3480.00    3520.00  2.206783032150463E-05  4.013339942956152E-07 4043857	  88    3480.00    3520.00  3.002539264951427E-05  5.335419265507677E-07 4041787
	  89    3520.00    3560.00  2.083355467555698E-05  2.006734652128243E-07 3958579	  89    3520.00    3560.00  2.845184089171029E-05  2.720162564471817E-07 3956600
	  90    3560.00    3600.00  1.979622615560703E-05  1.950999433617796E-07 3881471	  90    3560.00    3600.00  2.710699957682633E-05  2.647882616488358E-07 3879508
	  91    3600.00    3640.00  1.907758146238781E-05  2.028717363072954E-07 3802825	  91    3600.00    3640.00  2.619066141877847E-05  2.743479309984770E-07 3800906
	  92    3640.00    3680.00  1.825114831830326E-05  1.838035364056109E-07 3722429	  92    3640.00    3680.00  2.513068569765337E-05  2.499089570679389E-07 3720610
	  93    3680.00    3720.00  1.747387040715181E-05  2.209925335086178E-07 3648579	  93    3680.00    3720.00  2.415107648001492E-05  3.082732632229892E-07 3646724
	  94    3720.00    3760.00  1.664349274093977E-05  1.640732259125195E-07 3576820	  94    3720.00    3760.00  2.305832369128107E-05  2.244074335540289E-07 3575049
	  95    3760.00    3800.00  1.593159611455082E-05  1.972647206023688E-07 3502568	  95    3760.00    3800.00  2.212282438248575E-05  2.668812096276851E-07 3500827
	  96    3800.00    3840.00  1.548607838877577E-05  1.814196721249025E-07 3432243	  96    3800.00    3840.00  2.156791986581007E-05  2.486391199654502E-07 3430526
	  97    3840.00    3880.00  1.431184995906775E-05  2.387981586427259E-07 3363444	  97    3840.00    3880.00  1.998139023315983E-05  3.238468080587350E-07 3361711
	  98    3880.00    3920.00  1.382918012167571E-05  1.472449686598511E-07 3293918	  98    3880.00    3920.00  1.936985893984121E-05  2.038115195053998E-07 3292281
	  99    3920.00    3960.00  1.377973881911511E-05  2.012754488187997E-07 3231130	  99    3920.00    3960.00  1.935465924001535E-05  2.800374920413228E-07 3229553
	 100    3960.00    4000.00  1.288250378308704E-05  1.608303216513773E-07 3167834	 100    3960.00    4000.00  1.815296056960695E-05  2.245002827603444E-07 3166322
	 101    4000.00    4040.00  1.197663547749805E-05  1.411823312519184E-07 3101942	 101    4000.00    4040.00  1.693096105854873E-05  1.996014091523267E-07 3100426
	 102    4040.00    4080.00  1.175289995868395E-05  1.818057888485889E-07 3037468	 102    4040.00    4080.00  1.663392982034398E-05  2.526228906431137E-07 3035924
	 103    4080.00    4120.00  1.113294447848038E-05  1.796287548884802E-07 2982838	 103    4080.00    4120.00  1.581722982905935E-05  2.516519755379015E-07 2981264
	 104    4120.00    4160.00  1.065106772891370E-05  1.360865352144327E-07 2921372	 104    4120.00    4160.00  1.518803162518342E-05  1.923448872268383E-07 2919912
	 105    4160.00    4200.00  1.023086040356731E-05  1.301559424671401E-07 2869457	 105    4160.00    4200.00  1.461195358097229E-05  1.830166011924253E-07 2868006
	 106    4200.00    4240.00  9.726113738660678E-06  1.434473362479373E-07 2810355	 106    4200.00    4240.00  1.394443756070476E-05  2.040999892973142E-07 2809007
	 107    4240.00    4280.00  9.794350339528580E-06  3.390808837618362E-07 2754338	 107    4240.00    4280.00  1.404685182248509E-05  4.709834394953415E-07 2752974
	 108    4280.00    4320.00  8.902255310837710E-06  2.056669217002348E-07 2696530	 108    4280.00    4320.00  1.281487939701441E-05  2.882016122008126E-07 2695183
	 109    4320.00    4360.00  8.722169707677851E-06  1.486967056521452E-07 2649156	 109    4320.00    4360.00  1.259777123385764E-05  2.123393981275397E-07 2647842
	 110    4360.00    4400.00  7.984959563411504E-06  1.056295072463634E-07 2599736	 110    4360.00    4400.00  1.156947384532287E-05  1.519436697947118E-07 2598416
	 111    4400.00    4440.00  7.632850534831202E-06  1.125304586633886E-07 2546497	 111    4400.00    4440.00  1.108659674802436E-05  1.618500869583719E-07 2545189
	 112    4440.00    4480.00  7.266151650436333E-06  1.036599292748645E-07 2496599	 112    4440.00    4480.00  1.058859701906596E-05  1.491781347309905E-07 2495339
	 113    4480.00    4520.00  6.925917035287439E-06  1.198836207992189E-07 2451642	 113    4480.00    4520.00  1.011604117696800E-05  1.718660149696839E-07 2450404
	 114    4520.00    4560.00  6.653501353572806E-06  9.697972797839028E-08 2402524	 114    4520.00    4560.00  9.746735957780003E-06  1.409041857807573E-07 2401361
	 115    4560.00    4600.00  6.331194564940453E-06  9.755467630588934E-08 2357663	 115    4560.00    4600.00  9.303526464862648E-06  1.418472405611592E-07 2356477
	 116    4600.00    4640.00  6.073776748958769E-06  1.064224980422742E-07 2312637	 116    4600.00    4640.00  8.945954213667618E-06  1.554279802868668E-07 2311453
	 117    4640.00    4680.00  5.992304097907090E-06  1.786054222479799E-07 2266070	 117    4640.00    4680.00  8.845753488134056E-06  2.593050821769333E-07 2264941
	 118    4680.00    4720.00  5.577690240327720E-06  8.770502610635393E-08 2225605	 118    4680.00    4720.00  8.256100327442279E-06  1.285218063705320E-07 2224501
	 119    4720.00    4760.00  5.242790704039966E-06  8.815093660358747E-08 2184358	 119    4720.00    4760.00  7.789206747808294E-06  1.291642807932628E-07 2183228
	 120    4760.00    4800.00  5.026299605542693E-06  9.611156639926270E-08 2141940	 120    4760.00    4800.00  7.486641092895642E-06  1.412999143351139E-07 2140859
	 121    4800.00    4840.00  4.967840022461754E-06  1.526872800068864E-07 2102011	 121    4800.00    4840.00  7.421945744505068E-06  2.295744557598072E-07 2100976
	 122    4840.00    4880.00  4.507700973424164E-06  7.498604575723732E-08 2059284	 122    4840.00    4880.00  6.747508903446078E-06  1.108909649443334E-07 2058273
	 123    4880.00    4920.00  4.182658452862265E-06  6.232983448693215E-08 2021850	 123    4880.00    4920.00  6.279127154061397E-06  9.257101236792685E-08 2020852
	 124    4920.00    4960.00  3.889005603912232E-06  5.585529544522760E-08 1979405	 124    4920.00    4960.00  5.859527150219111E-06  8.340983357360732E-08 1978378
	 125    4960.00    5000.00  3.908465981233007E-06  7.806770159575131E-08 1944126	 125    4960.00    5000.00  5.894539213362338E-06  1.158721674906188E-07 1943163
	 126    5000.00    5040.00  3.587705926789972E-06  6.136779572677821E-08 1908411	 126    5000.00    5040.00  5.432546070624725E-06  9.168488344463368E-08 1907486
	 127    5040.00    5080.00  3.418144644674613E-06  5.638071780115144E-08 1873362	 127    5040.00    5080.00  5.190848148662339E-06  8.498391968451443E-08 1872430
	 128    5080.00    5120.00  3.291108258979932E-06  6.435878173297800E-08 1839683	 128    5080.00    5120.00  5.014262424033014E-06  9.812910606221467E-08 1838760
	 129    5120.00    5160.00  3.154552328632467E-06  5.437090653272609E-08 1805317	 129    5120.00    5160.00  4.811851925318370E-06  8.203525203871062E-08 1804468
	 130    5160.00    5200.00  2.965561744867960E-06  5.198626749239966E-08 1768474	 130    5160.00    5200.00  4.538211616364096E-06  7.886035280199152E-08 1767599
	 131    5200.00    5240.00  2.728496801321609E-06  4.302369771597344E-08 1738780	 131    5200.00    5240.00  4.187210504445491E-06  6.552985220343622E-08 1737888
	 132    5240.00    5280.00  2.631306443359338E-06  5.064185174018996E-08 1702006	 132    5240.00    5280.00  4.051810044338896E-06  7.757090978523892E-08 1701177
	 133    5280.00    5320.00  2.568824510552944E-06  4.793456621330552E-08 1671904	 133    5280.00    5320.00  3.963249620518626E-06  7.344288745572766E-08 1671083
	 134    5320.00    5360.00  2.554556695815642E-06  9.257789752001045E-08 1640500	 134    5320.00    5360.00  3.948945466163173E-06  1.400066560268501E-07 1639691
	 135    5360.00    5400.00  2.273072972652435E-06  4.509821809444153E-08 1607942	 135    5360.00    5400.00  3.527806784718884E-06  6.921031626470091E-08 1607200
	 136    5400.00    5440.00  2.195428165154660E-06  5.031164597892260E-08 1578749	 136    5400.00    5440.00  3.418490993853028E-06  7.846871737417185E-08 1577949
	 137    5440.00    5480.00  2.023656709422643E-06  3.742204672413387E-08 1549068	 137    5440.00    5480.00  3.156954876887402E-06  5.787101283236864E-08 1548291
	 138    5480.00    5520.00  1.954143973232087E-06  3.497286548110285E-08 1519558	 138    5480.00    5520.00  3.056823542549719E-06  5.445206377956145E-08 1518827
	 139    5520.00    5560.00  1.821007667502104E-06  3.516790875340857E-08 1491583	 139    5520.00    5560.00  2.856110004532432E-06  5.464186057850639E-08 1490889
	 140    5560.00    5600.00  1.803485991010189E-06  5.429660809987070E-08 1465115	 140    5560.00    5600.00  2.834152463916042E-06  8.436446461680258E-08 1464400
	 141    5600.00    5640.00  1.755015534019860E-06  8.420317859407172E-08 1437288	 141    5600.00    5640.00  2.766859249657156E-06  1.323477935283516E-07 1436633
	 142    5640.00    5680.00  1.626863606294474E-06  4.568383651740210E-08 1409330	 142    5640.00    5680.00  2.569701839724823E-06  7.065983317029073E-08 1408606
	 143    5680.00    5720.00  1.478325493913355E-06  3.333309433599993E-08 1385413	 143    5680.00    5720.00  2.344112971449232E-06  5.226896187860733E-08 1384706
	 144    5720.00    5760.00  1.408936271123667E-06  2.754359287705225E-08 1359146	 144    5720.00    5760.00  2.240415446692707E-06  4.358221791828650E-08 1358493
	 145    5760.00    5800.00  1.368203502693475E-06  2.886839357829203E-08 1332586	 145    5760.00    5800.00  2.181149554730655E-06  4.578820733656490E-08 1331946
	 146    5800.00    5840.00  1.282285389479557E-06  3.092076646499922E-08 1308446	 146    5800.00    5840.00  2.050491036074045E-06  4.899186646445090E-08 1307845
	 147    5840.00    5880.00  1.192834783990120E-06  2.261495123216327E-08 1284229	 147    5840.00    5880.00  1.913081487139679E-06  3.621140494207307E-08 1283601
	 148    5880.00    5920.00  1.124336619705111E-06  2.546265973777207E-08 1260110	 148    5880.00    5920.00  1.807603521213443E-06  4.060933496338257E-08 1259499
	 149    5920.00    5960.00  1.039472105764460E-06  2.152181600628932E-08 1236205	 149    5920.00    5960.00  1.675146965222453E-06  3.449548817459919E-08 1235636
	 150    5960.00    6000.00  1.017025996822793E-06  2.176454715418563E-08 1211694	 150    5960.00    6000.00  1.644100504810106E-06  3.507545651070299E-08 1211078
	 151    6000.00    6040.00  9.768007727569077E-07  2.189516569113943E-08 1189591	 151    6000.00    6040.00  1.582528835355599E-06  3.530893664259686E-08 1189019
	 152    6040.00    6080.00  9.326396645860366E-07  2.312475448883377E-08 1166749	 152    6040.00    6080.00  1.514309166730606E-06  3.751728226187083E-08 1166200
	 153    6080.00    6120.00  8.418865415775497E-07  2.223831523327183E-08 1144786	 153    6080.00    6120.00  1.370408602689893E-06  3.607236647217740E-08 1144267
	 154    6120.00    6160.00  7.913013366117142E-07  1.791227412983981E-08 1125096	 154    6120.00    6160.00  1.293241680817713E-06  2.920287994468828E-08 1124536
	 155    6160.00    6200.00  7.800912560557322E-07  3.611831763073821E-08 1103678	 155    6160.00    6200.00  1.277717698194074E-06  5.974486470933966E-08 1103097
	 156    6200.00    6240.00  7.075698665665581E-07  2.868560685668851E-08 1084575	 156    6200.00    6240.00  1.161931110504455E-06  4.662627320917573E-08 1084058
	 157    6240.00    6280.00  6.618029942169687E-07  1.567850118122793E-08 1060936	 157    6240.00    6280.00  1.090564033044654E-06  2.590204619623129E-08 1060481
	 158    6280.00    6320.00  6.112011929920224E-07  1.324575431812765E-08 1042093	 158    6280.00    6320.00  1.008838464601790E-06  2.177536113315764E-08 1041591
	 159    6320.00    6360.00  5.608353641026982E-07  1.245129834005054E-08 1021958	 159    6320.00    6360.00  9.288573791315656E-07  2.052657283845206E-08 1021451
	 160    6360.00    6400.00  5.621289152044701E-07  1.305109995481911E-08 1001951	 160    6360.00    6400.00  9.332629633183069E-07  2.160060587306995E-08 1001469
	 161    6400.00    6440.00  5.235307371275478E-07  1.335306588135628E-08 982726	 161    6400.00    6440.00  8.711838030502178E-07  2.208747366825806E-08 982245
	 162    6440.00    6480.00  4.998709694895795E-07  1.161897063154414E-08 965692	 162    6440.00    6480.00  8.333397623216678E-07  1.924869257610211E-08 965227
	 163    6480.00    6520.00  4.665430743175656E-07  1.363145330269789E-08 946820	 163    6480.00    6520.00  7.824396538311899E-07  2.321146849546845E-08 946350
	 164    6520.00    6560.00  4.510531142024223E-07  3.194862057316267E-08 928500	 164    6520.00    6560.00  7.572229864536643E-07  5.407215121889636E-08 928059
	 165    6560.00    6600.00  4.234906069701259E-07  1.130261026143291E-08 909977	 165    6560.00    6600.00  7.121861003933151E-07  1.898805236376942E-08 909529
	 166    6600.00    6640.00  3.890180698699547E-07  1.132373741524668E-08 894699	 166    6600.00    6640.00  6.564382532192425E-07  1.900478606991182E-08 894253
	 167    6640.00    6680.00  3.976944615278283E-07  2.201546694955571E-08 875764	 167    6640.00    6680.00  6.729779050513574E-07  3.686406383444208E-08 875340
	 168    6680.00    6720.00  3.549586484332729E-07  1.422898476003612E-08 858926	 168    6680.00    6720.00  6.017838358825413E-07  2.391545608731134E-08 858516
	 169    6720.00    6760.00  3.267922393067303E-07  8.303434247889644E-09 844019	 169    6720.00    6760.00  5.561537248832200E-07  1.416561262400094E-08 843618
	 170    6760.00    6800.00  3.068391459347310E-07  9.377431922867041E-09 827599	 170    6760.00    6800.00  5.239201627787500E-07  1.607135815041882E-08 827203
